customer_id,gender,age_group,region,product_category,purchase_channel,platform,customer_rating,review_text,sentiment,response_time_hours,issue_resolved,complaint_registered
4855.0,male,46-60,south,fashion,online,myntra,4.0,very satisfied with the quality.,positive,37.0,yes,no
4856.0,,60+,,,online,paytm mall,1.0,late delivery and poor packaging.,negative,20.0,yes,yes
4857.0,other,,north,home & kitchen,online,ajio,1.0,customer service was unhelpful.,negative,44.0,yes,yes
4858.0,female,36-45,west,fashion,online,shopclues,1.0,product stopped working after days.,negative,20.0,yes,yes
,male,46-60,east,fashion,online,paytm mall,2.0,,,21.0,yes,yes
4860.0,other,36-45,,beauty,online,paytm mall,3.0,average experience overall.,neutral,30.0,yes,no
4861.0,male,36-45,north,electronics,online,bigbasket,4.0,fast kinda delivery an dgreat packaging.,positive,8.0,yes,no
4862.0,other,26-35,east,sports,online,,,avveeraaagggee eexpppeeerrriieeennnceeooo vveeerrralll. looll,neutral,69.0,no,no
,other,18-25,east,fashion,online,others,1.0,very disappointed with the quality.,negative,41.0,yes,yes
4864.0,other,18-25,east,beauty,online,swiggy instamart,3.0,"product is okay, nothing special.",neutral,8.0,yes,no
4865.0,other,46-60,central,home & kitchen,online,nykaa,3.0,"product is okay, nothing special.",neutral,6.0,yes,no
4866.0,female,60+,east,groceries,online,amazon,5.0,excellent product! exceeded expectations.,positive,45.0,yes,no
4867.0,female,36-45,east,fashion,online,amazon,2.0,uuccssstttoomeerr sserrrviccce wass uuunnnheellppfffuuulll.,negative,1.0,yes,yes
4868.0,male,18-25,central,fashion,online,nykaa,1.0,not worth the price.,negative,61.0,no,yes
4869.0,other,46-60,south,home & kitchen,online,amazon,3.0,neutral about the quality.,neutral,51.0,no,no
4870.0,other,60+,south,automobile,online,zepto,4.0,,positive,22.666666666666668,no,no
4871.0,male,36-45,north,groceries,online,croma,3.0,"delivery was fine, product like decent.",neutral,38.0,yes,no
4872.0,other,18-25,west,groceries,online,croma,5.0,iidkkk veerryyy saattiiissfiieeed wwittthhh ttthhee uuuqqqalllity.,positive,55.0,no,no
4873.0,male,18-25,north,sports,online,tata cliq,2.0,lated elivery and poor packaging.,,66.0,no,yes
4874.0,female,,south,travel,online,others,2.0,customer esrvice was unhelpful.,negative,,yes,yes
4875.0,male,60+,east,books,online,reliance digital,5.0,very with lol the uqality.,positive,30.0,yes,no
4876.0,female,,east,groceries,,shopclues,4.0,fast delivery and great packaging.,positive,59.0,no,no
4877.0,female,46-60,north,beauty,online,reliance digital,5.0,"amazing experience, highly recommend!",positive,9.0,yes,no
4878.0,female,46-60,east,fashion,online,croma,3.0,"delivery was fine, product is decent.",,56.0,no,no
4879.0,other,18-25,,automobile,online,flipkart,0.0,very disappointed with the quality.,negative,51.0,no,yes
4880.0,other,26-35,north,books,online,paytm mall,2.0,very with the quality.,negative,68.0,no,yes
4881.0,female,18-25,east,books,online,nykaa,2.0,nott wwwoorrrtthhh ttteeh pricee.,,10.333333333333334,yes,yes
4882.0,other,36-45,east,fashion,online,zepto,3.0,average experience overall.,neutral,13.0,yes,no
4883.0,female,18-25,south,automobile,online,meesho,2.0,errr late delivery and poor packaging.,negative,29.0,yes,yes
4884.0,male,60+,east,fashion,online,jiomart,1.0,very disappointed with quality.,negative,36.0,yes,yes
4885.0,male,18-25,south,electronics,online,paytm mall,2.0,customer service unhelpful.,negative,48.0,no,yes
4886.0,male,46-60,north,automobile,,facebook marketplace,5.0,"aammmaziingg exppperrriiieeencee, hhhiigghllyyy rreeeccommmmmeeennnd!",positive,,yes,no
4887.0,other,46-60,central,groceries,online,tata cliq,3.0,"product is okay, nothing special.",neutral,35.0,yes,no
4888.0,female,18-25,central,home & kitchen,online,jiomart,1.0,not the price.,negative,50.0,no,yes
4889.0,female,26-35,south,beauty,online,shopclues,2.0,product stopped working after few days. idk,negative,24.0,yes,yes
4890.0,female,46-60,north,groceries,online,myntra,2.0,not the price.,negative,12.0,yes,yes
4891.0,other,18-25,north,home & kitchen,online,paytm mall,0.0,very disappointed with the quailty.,negative,52.0,no,yes
4892.0,female,36-45,central,beauty,online,flipkart,3.0,neutral about the quality.,neutral,4.0,,no
4893.0,male,26-35,central,electronics,online,meesho,2.0,late delivery and poor packaging.,negative,47.0,yes,yes
4894.0,male,18-25,east,books,online,croma,3.0,average experience lol overall.,neutral,,yes,no
4895.0,female,36-45,central,travel,online,,0.0,great value form oney.,positive,66.0,no,no
4896.0,female,,south,sports,online,reliance digital,3.0,product is notihng special.,neutral,52.0,no,no
4897.0,other,26-35,east,sports,online,facebook marketplace,2.0,not worth the price.,negative,15.333333333333334,yes,yes
4898.0,female,60+,north,automobile,online,lenskart,4.0,"amazing experience, highly recommend!",positive,46.0,yes,no
4899.0,other,18-25,east,beauty,online,reliance digital,1.0,,negative,40.0,yes,yes
4900.0,,36-45,west,travel,online,jiomart,5.0,very satsified with the quality.,positive,22.0,yes,no
4901.0,female,18-25,central,home & kitchen,online,meesho,4.0,"amazing experience, highly recommend!",positive,190.0,yes,no
4902.0,female,46-60,west,automobile,online,lenskart,3.0,neutral about the quality.,neutral,43.0,yes,no
4903.0,female,36-45,west,home & kitchen,online,croma,2.0,llaatteee dddeelliiivvveerryyy aaannndd ppoooor paaacckaaaggiiinnnggg.,negative,69.0,no,yes
4904.0,other,46-60,west,home & kitchen,online,,4.0,great value for money.,positive,38.0,yes,no
4905.0,male,18-25,west,groceries,online,facebook marketplace,1.0,very disappointed with the quality.,negative,42.0,yes,yes
4906.0,female,36-45,east,automobile,online,nykaa,1.0,ccuusssttomeerr serrvvviiicce wwaasss uunnhhheelllpfffuuull.,negative,,yes,yes
4907.0,male,18-25,east,groceries,online,boat,4.0,great value for wtf money.,positive,23.0,yes,no
4908.0,other,26-35,north,books,online,snapdeal,5.0,"experience, highly rceommend!",positive,0.6666666666666666,yes,no
4909.0,,60+,north,groceries,online,swiggy instamart,5.0,"amaznig experience, highly recommend!",positive,71.0,no,no
4910.0,female,46-60,west,groceries,online,ajio,2.0,very disappointed with the lol quality.,negative,36.0,yes,yes
4911.0,other,18-25,east,beauty,,facebook marketplace,4.0,pprrroodcuutt! eexxxceeeeddded eeexxxpppeeecccttatttiooonsss.,positive,17.0,yes,no
,female,26-35,central,sports,online,swiggy instamart,3.0,"product is okay, nothing special.",neutral,1.0,yes,no
4913.0,male,60+,north,groceries,online,lenskart,2.0,ppprrrooddduucttt stoooppped wwwoorrrkkiing aafffteeerfff eeww ddaaaysss.,negative,40.0,yes,yes
4914.0,female,18-25,south,beauty,online,flipkart,5.0,vvveeeryyy sssaatttiiissfieed wiiitthh tthe qquaaalllittyyy.,positive,51.0,no,no
4915.0,other,46-60,south,electronics,online,,1.0,very disappointed with the qulaity.,negative,1.0,yes,yes
4916.0,male,26-35,central,fashion,online,reliance digital,4.0,great value for money.,positive,16.0,yes,no
4917.0,male,36-45,south,fashion,online,others,5.0,very satisfied with the quality.,positive,44.0,yes,no
4918.0,male,60+,west,automobile,online,jiomart,3.0,"dddeeellliiivvveery wwaas fffiiinneee, pprrroddduuccctt iiis dddeeccceentt.",neutral,23.0,yes,no
4919.0,other,46-60,north,,online,snapdeal,3.0,"delviery was fine, product is decent.",neutral,34.0,yes,no
4920.0,female,26-35,east,groceries,online,jiomart,3.0,"product is okay, nothnig special.",neutral,8.0,yes,no
4921.0,other,18-25,east,beauty,online,meesho,1.0,kinda late delivery poor packaging.,negative,47.0,,yes
4922.0,other,26-35,west,groceries,online,paytm mall,1.0,ccusssttooomer waaass unnhellpppfuuull.,negative,40.0,yes,yes
4923.0,female,36-45,east,fashion,online,facebook marketplace,2.0,customer service was umm unhelpful.,negative,69.0,,yes
4924.0,other,18-25,north,beauty,online,amazon,4.0,fast delivery and great packaging.,positive,9.0,yes,no
4925.0,male,60+,north,groceries,online,jiomart,4.0,excellent product! exceeded expectations.,,59.0,no,no
4926.0,male,,north,sports,,flipkart,3.0,,neutral,32.0,,no
4927.0,female,36-45,south,sports,online,amazon,4.0,excellent product! exceeded expectations.,positive,67.0,no,no
4928.0,female,60+,west,automobile,online,nykaa,3.0,avveerrragggeee eexxpeeeriennncceee oooveeerrraaallllll.,neutral,48.0,no,no
4929.0,male,26-35,south,beauty,online,boat,4.0,great value for money.,positive,14.333333333333334,yes,no
4930.0,male,36-45,central,travel,online,zepto,2.0,product stopped working after few days.,negative,69.0,no,yes
4931.0,male,18-25,north,travel,online,paytm mall,1.0,product stopped working after few days.,negative,53.0,no,yes
4932.0,other,46-60,east,automobile,online,flipkart,,great value for money.,positive,37.0,yes,no
4933.0,other,60+,west,travel,online,facebook marketplace,3.0,average experience overall.,neutral,24.0,yes,
4934.0,other,46-60,north,travel,online,swiggy instamart,2.0,late and poor packaging.,negative,17.0,yes,yes
4935.0,female,,east,books,online,bigbasket,1.0,product stopped working after few days.,negative,18.0,yes,yes
4936.0,female,26-35,north,fashion,online,jiomart,3.0,average experience overlal.,neutral,49.0,no,no
4937.0,other,46-60,west,automobile,online,ajio,3.0,neutral about the quality.,neutral,17.0,yes,
4938.0,,46-60,east,fashion,online,others,1.0,,negative,22.0,yes,yes
4939.0,male,36-45,central,home & kitchen,online,,5.0,fast delivery and great,positive,50.0,no,no
4940.0,female,60+,west,,online,facebook marketplace,4.0,very satisfied with the quality.,,20.0,yes,no
4941.0,other,26-35,,beauty,online,swiggy instamart,4.0,"amazing experience, highly recommend!",,57.0,no,no
4942.0,female,46-60,north,sports,online,meesho,1.0,very lol disappoitned with the quality.,negative,46.0,yes,yes
,other,36-45,north,groceries,online,meesho,4.0,excellent product! exceeded expectations.,positive,1.3333333333333333,yes,no
4944.0,other,46-60,north,books,online,boat,3.0,"product is okay, nothing special.",neutral,5.0,yes,no
4945.0,male,36-45,south,groceries,online,,4.0,excellent product! exceeded expectations.,positive,49.0,no,no
4946.0,other,36-45,,automobile,online,tata cliq,5.0,product! exceeded expectations.,positive,28.0,yes,no
4947.0,female,60+,south,automobile,online,facebook marketplace,3.0,product is nothing special.,neutral,15.0,yes,no
4948.0,female,60+,north,electronics,online,swiggy instamart,3.0,neutral abotu the quality.,neutral,9.0,yes,no
4949.0,male,60+,north,books,online,tata cliq,1.0,,negative,9.0,yes,yes
4950.0,female,18-25,east,automobile,online,zepto,4.0,"ammazziinggg exxpperieeennccce, hhiiighhhly rrecooommmmeeend!",positive,11.0,yes,no
4951.0,male,36-45,south,fashion,online,snapdeal,5.0,fast delivery and great packaging.,positive,59.0,no,no
4952.0,male,46-60,west,fashion,online,lenskart,5.0,"amazing experience, highly recommend!",positive,44.0,yes,no
4953.0,other,,south,electronics,online,meesho,1.0,llaaateee dellliiveeeryyy aaand poooor,negative,71.0,no,yes
4954.0,male,26-35,north,beauty,online,,5.0,very satisfied with the quality.,positive,55.0,no,no
,female,46-60,south,electronics,online,meesho,3.0,"delivery was fine, product is decent.",neutral,2.0,yes,no
4956.0,male,36-45,east,automobile,,jiomart,1.0,customer service was,negative,22.0,yes,yes
4957.0,male,,north,electronics,online,bigbasket,3.0,"prodcut is okay, nothing special.",neutral,58.0,no,no
4958.0,female,60+,north,sports,online,croma,3.0,neutral about the quality.,neutral,27.0,yes,no
4959.0,other,36-45,,automobile,online,reliance digital,3.0,works fine but could be better.,neutral,33.0,,
4960.0,other,46-60,south,groceries,online,nykaa,2.0,late delivery and poor packaging.,negative,27.0,yes,yes
4961.0,female,26-35,west,groceries,online,amazon,4.0,eeexxceeellllenttt pprrroodduuucccttt! eexxxccceeeedeeddd expppeecctatiioonnns.,,20.0,yes,no
4962.0,female,18-25,central,automobile,online,swiggy instamart,1.0,late delivery and poor packaging.,negative,42.0,yes,yes
4963.0,other,36-45,north,travel,online,bigbasket,3.0,umm works fine but could be,,2.0,yes,no
4964.0,male,46-60,west,travel,online,swiggy instamart,2.0,very disappointed with hte,negative,91.66666666666667,no,yes
4965.0,other,,central,sports,online,reliance digital,4.0,fast delivery and great packaging.,,7.0,yes,no
4966.0,male,60+,north,home & kitchen,online,others,4.0,fast delivery and greatp ackaging.,positive,11.0,yes,no
4967.0,male,46-60,,groceries,online,flipkart,5.0,very satisfied umm with the quality.,positive,51.0,no,no
4968.0,female,46-60,north,fashion,online,snapdeal,5.0,"amazing experience, highly recommend! errr",positive,2.0,yes,no
4969.0,male,60+,north,electronics,online,zepto,5.0,fast delivery and great packaging.,positive,26.0,yes,no
,other,60+,south,fashion,online,nykaa,5.0,excellent product! exceeded expectations.,positive,53.0,no,no
4971.0,other,46-60,north,automobile,online,,4.0,very satisfied with the quality.,,22.0,yes,no
4972.0,female,60+,central,beauty,online,jiomart,1.0,very disappointed with the quality.,negative,25.0,,yes
4973.0,other,46-60,south,sports,online,boat,5.0,,positive,68.0,no,no
4974.0,other,60+,west,home & kitchen,online,flipkart,2.0,,negative,12.666666666666666,yes,yes
4975.0,other,18-25,north,electronics,online,ajio,2.0,late delivery adn poor lol packaging.,negative,28.0,yes,
4976.0,other,26-35,west,,online,swiggy instamart,5.0,"amazing experience, highly recommend!",positive,48.0,no,no
4977.0,female,60+,west,groceries,online,lenskart,3.0,"delivery was ..... fine, product is decent.",neutral,39.0,yes,no
4978.0,male,36-45,north,electronics,online,myntra,3.0,"delivrey was fine, product is idk decent.",neutral,71.0,no,no
4979.0,other,18-25,east,sports,online,croma,2.0,customer service was unhelpful.,negative,19.0,yes,yes
4980.0,female,60+,central,,online,nykaa,5.0,aaamaaaziinnggg hhhiighlly reccooommmmmeeennd!,positive,55.0,no,no
4981.0,other,46-60,west,beauty,online,zepto,2.0,vverrryyy dddisaappppooointed wwiithhh qqquuaaalitty.,negative,34.0,yes,yes
4982.0,,60+,central,groceries,online,paytm mall,2.0,product stopped working after few days.,negative,24.0,yes,yes
4983.0,male,,east,electronics,online,bigbasket,4.0,very satisfied with the quality.,positive,27.0,yes,no
4984.0,female,18-25,south,travel,online,amazon,2.0,product stopped ..... working after few days.,negative,14.0,yes,yes
4985.0,male,36-45,east,sports,online,swiggy instamart,5.0,faaasttt ddellliiivveryy andd greeeaaatt paaaccckaaaggiiinnng.,positive,56.0,no,no
4986.0,male,18-25,east,home & kitchen,online,boat,3.0,"was fine, product is decent.",neutral,13.0,yes,no
4987.0,other,36-45,central,home & kitchen,online,flipkart,4.0,very satisfied with the quality.,positive,51.0,no,no
4988.0,other,26-35,east,electronics,online,ajio,5.0,,,,yes,no
4989.0,other,26-35,west,automobile,online,paytm mall,5.0,very satisfied with the quality.,positive,64.0,no,no
4990.0,other,46-60,east,home & kitchen,online,flipkart,2.0,very disappointed with the quality.,negative,9.0,yes,yes
,female,18-25,south,fashion,online,bigbasket,0.0,late delivery and packaging.,negative,29.0,,yes
4992.0,female,60+,south,travel,online,,,neutral about the quality.,neutral,33.0,yes,no
4993.0,other,18-25,central,travel,online,jiomart,3.0,neutral about the quality.,neutral,69.0,,no
4994.0,female,36-45,south,groceries,online,facebook marketplace,4.0,faasssttt deelliiiveeerrry and greeeaaatt ppaaccckkkaaggiinggg.,positive,69.0,no,no
4995.0,female,,east,sports,online,,,excellent product! exceeded expectations.,positive,44.0,yes,no
4996.0,male,18-25,west,books,online,bigbasket,2.0,not worth the pric.e,negative,39.0,yes,yes
4997.0,other,,north,sports,online,facebook marketplace,1.0,custome rservice was unhelpful.,negative,12.0,yes,yes
4998.0,other,26-35,west,home & kitchen,,croma,3.0,wooorrrkkkss fffiiinnne buut ccooouulllddd ..... bbe beeettttterrr.,neutral,71.0,no,no
4999.0,other,46-60,central,automobile,online,flipkart,1.0,customer service was unhelpful.,negative,28.0,yes,yes
5000.0,female,60+,,fashion,online,amazon,5.0,product! ecxeeded expectations.,positive,,yes,no
5001.0,male,,east,beauty,online,boat,4.0,ggrrreaaattt vvvaaluue fffooorrr mooneey.,positive,2.0,yes,no
5002.0,male,26-35,,beauty,online,myntra,2.0,not worth the price.,negative,41.0,yes,yes
5003.0,female,60+,west,sports,online,bigbasket,3.0,neutral about the quality.,,9.0,yes,no
5004.0,other,18-25,north,automobile,online,shopclues,3.0,average experience ovreall.,neutral,8.0,yes,no
5005.0,other,18-25,west,electronics,,,4.0,umm value for money.,positive,17.0,yes,no
